Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
2e-06,5.499739776803178e-06,2.2729249811506445e-10,8.304143465639267e-10,-0.00026022319682198765,0.00022729249811506445,0.0008304143465639267
4e-06,5.499991087061999e-06,-6.667547622729708e-11,-1.930300044603658e-10,0.00025131025882101814,-0.0002939679743423615,-0.0010234443510242924
5.999999999999999e-06,5.499773813026919e-06,1.4111483388401425e-09,8.444921655662912e-10,-0.00021727403507998535,0.0014778238150674396,0.0010375221700266572
8e-06,5.500348008569558e-06,3.375425916654729e-09,-2.3968341951743304e-10,0.0005741955426392799,0.001964277577814586,-0.0010841755850837242
1e-05,5.499132619344473e-06,4.12958298803754e-09,-4.6511365431934974e-10,-0.0012153892250848658,0.000754157071382811,-0.0002254302348019167
1.2000000000000002e-05,5.499765209517863e-06,3.3470835081208534e-09,4.440615704899487e-11,0.0006325901733897517,-0.0007824994799166862,0.0005095198113683446
1.4000000000000003e-05,5.500104488650247e-06,2.745548606020985e-09,9.67372398167847e-10,0.0003392791323843825,-0.0006015349020998681,0.0009229662411188522
1.6000000000000003e-05,5.499035560341037e-06,2.155746998393143e-09,8.787111947600798e-10,-0.0010689283092099925,-0.000589801607627842,-8.866120340776718e-05
1.8000000000000004e-05,5.499698166558561e-06,2.17677333126312e-09,-7.167626209916229e-11,0.0006626062175241586,2.102633286997717e-05,-0.0009503874568592422
2.0000000000000005e-05,5.498587695906887e-06,6.204377588457093e-10,-7.274248468966647e-10,-0.0011104706516740666,-0.0015563355724174108,-0.0006557485847975025
2.2000000000000006e-05,5.497347175074895e-06,1.6437558451071996e-09,-2.298670268932683e-10,-0.0012405208319918736,0.0010233180862614904,0.0004975578200033964
2.4000000000000007e-05,5.498057054259332e-06,2.1126030927619708e-09,-9.84960026279643e-10,0.000709879184436827,0.0004688472476547709,-0.0007550929993863745
2.600000000000001e-05,5.498044793285763e-06,2.28515573153397e-09,-6.049851681133061e-10,-1.2260973568314042e-05,0.00017255263877199908,0.00037997485816633687
2.800000000000001e-05,5.497675271857363e-06,1.194710418554171e-09,-1.0067375718202394e-09,-0.0003695214284000376,-0.001090445312979799,-0.0004017524037069334
3.000000000000001e-05,5.496813655330006e-06,3.078344857529315e-09,-1.3624953625689792e-09,-0.0008616165273565079,0.0018836344389751443,-0.00035575779074873993
3.2000000000000005e-05,5.498332867158637e-06,2.9466508601034584e-09,-1.6257016829596536e-09,0.0015192118286308485,-0.0001316939974258565,-0.0002632063203906745
3.4e-05,5.497990657247424e-06,2.464849957577194e-09,-1.8024013293289905e-09,-0.0003422099112127239,-0.0004818009025262648,-0.00017669964636933685
3.5999999999999994e-05,5.497740329705888e-06,1.905070757002572e-09,-2.130005100258585e-09,-0.00025032754153697217,-0.0005597792005746217,-0.0003276037709295949
