Particle_ID,Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
2,0.002,5.3731391391316205e-06,1.468614945285327e-07,-2.9495316186492235e-08,-0.00012686086086837893,0.0001468614945285327,-2.9495316186492236e-05
2,0.004,5.229861436096574e-06,2.630408264408638e-07,-8.177996141001239e-08,-0.0001432777030350471,0.0001161793319123311,-5.2284645223520144e-05
2,0.006,5.049735685151702e-06,3.5409219009201543e-07,-8.975636011762504e-08,-0.0001801257509448721,9.105136365115162e-05,-7.976398707612652e-06
2,0.008,4.87812993790241e-06,4.3606492536410725e-07,-1.1749878117031506e-07,-0.00017160574724929155,8.197273527209182e-05,-2.774242105269002e-05
2,0.010000000000000002,4.7486117510260654e-06,4.5518753880297114e-07,-1.6496404972963867e-07,-0.00012951818687634436,1.9122613438863895e-05,-4.74652685593236e-05
2,0.012000000000000004,4.61926585360705e-06,5.520540106654328e-07,-2.0793788517696975e-07,-0.00012934589741901535,9.686647186246161e-05,-4.2973835447331084e-05
2,0.014000000000000005,4.578477547897964e-06,5.546460190045586e-07,-2.476538630887081e-07,-4.0788305709086704e-05,2.592008339125884e-06,-3.9715977911738324e-05
2,0.016000000000000007,4.476918889105002e-06,6.178705328739584e-07,-2.6277480804375633e-07,-0.00010155865879296162,6.322451386939977e-05,-1.512094495504827e-05
2,0.01800000000000001,4.419563906275267e-06,6.545580233316753e-07,-3.0783177577307406e-07,-5.7354982829734996e-05,3.668749045771686e-05,-4.5056967729317745e-05
2,0.02000000000000001,4.374618975926638e-06,6.404311699860464e-07,-3.2183308705861007e-07,-4.494493034862914e-05,-1.4126853345628784e-05,-1.4001311285536026e-05
2,0.022000000000000013,4.344279452502646e-06,7.618075897168706e-07,-2.987382972957515e-07,-3.033952342399257e-05,0.00012137641973082423,2.309478976285854e-05
2,0.024000000000000014,4.234890238821341e-06,8.353128884435338e-07,-3.128193831537552e-07,-0.0001093892136813047,7.350529872666315e-05,-1.408108585800373e-05
2,0.026000000000000016,4.1546666919429296e-06,8.350496778482934e-07,-3.1050796382820485e-07,-8.022354687841146e-05,-2.632105952404522e-07,2.311419325550385e-06
2,0.028000000000000018,4.035868965195567e-06,8.506855850695419e-07,-3.3936733046388506e-07,-0.00011879772674736259,1.5635907221248485e-05,-2.8859366635680213e-05
2,0.03000000000000002,4.039089613001402e-06,9.02235664474982e-07,-3.323068858321011e-07,3.2206478058348177e-06,5.15500794054401e-05,7.060444631783985e-06
2,0.03200000000000002,4.0138138790196085e-06,9.260638159773442e-07,-3.308618370431404e-07,-2.5275733981793365e-05,2.382815150236228e-05,1.4450487889606951e-06
2,0.03400000000000002,4.024161960035346e-06,9.295286194719962e-07,-3.251729093455594e-07,1.0348081015737503e-05,3.4648034946519507e-06,5.688927697581018e-06
2,0.036000000000000025,4.015092982212592e-06,9.728686283407084e-07,-3.036562295539461e-07,-9.068977822754772e-06,4.334000886871225e-05,2.1516679791613275e-05
2,0.03800000000000003,3.968860007920147e-06,9.511718417161142e-07,-3.729326335199464e-07,-4.623297429244531e-05,-2.169678662459419e-05,-6.927640396600032e-05
2,0.04000000000000003,3.96117520995497e-06,9.495116843495854e-07,-4.1354490937936197e-07,-7.684797965177023e-06,-1.6601573665287128e-06,-4.061227585941553e-05
2,0.04200000000000003,3.961998604782161e-06,9.334940442258402e-07,-3.9742768617704794e-07,8.233948271915677e-07,-1.6017640123745225e-05,1.6117223202314008e-05
2,0.04400000000000003,3.938215848337218e-06,9.201960293764494e-07,-4.131266061401445e-07,-2.3782756444942994e-05,-1.3298014849390759e-05,-1.569891996309655e-05
2,0.046000000000000034,3.849995065692004e-06,9.253080214592053e-07,-3.8828299474954887e-07,-8.822078264521431e-05,5.1119920827559365e-06,2.484361139059561e-05
2,0.048000000000000036,3.849955508402838e-06,9.255154212996066e-07,-4.2980915302084554e-07,-3.955728916567179e-08,2.0739984040123672e-07,-4.152615827129667e-05
2,0.05000000000000004,3.8028121890496835e-06,9.095056343101859e-07,-4.846829828497138e-07,-4.714331935315494e-05,-1.6009786989420607e-05,-5.4873829828868294e-05
