Particle_ID,Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s),Fx (N),Fy (N),Fz (N),ωx (rad/s),ωy (rad/s),ωz (rad/s),τx (pN·μm),τy (pN·μm),τz (pN·μm)
0,0.000000e+00,6.005562e-06,-1.909075e-09,3.606890e-08,1.112462e-05,-3.818150e-06,7.213780e-05,1.048593e-13,-3.605050e-14,6.799621e-13,0.000000e+00,0.000000e+00,-6.374384e-01,0.000000e+00,0.000000e+00,4.287223e-08
0,5.000000e-04,6.035887e-06,9.124702e-10,1.465507e-08,6.064984e-05,5.643090e-06,-4.282765e-05,5.716657e-13,5.313429e-14,-4.037675e-13,0.000000e+00,0.000000e+00,9.417768e-01,-0.000000e+00,0.000000e+00,4.284245e-08
0,1.000000e-03,6.024685e-06,-8.886937e-09,1.562648e-08,-2.240528e-05,-1.959881e-05,1.942820e-06,-2.112561e-13,-1.848033e-13,1.835988e-14,0.000000e+00,0.000000e+00,-3.247560e+00,0.000000e+00,0.000000e+00,4.312866e-08
0,1.500000e-03,6.032291e-06,-1.730991e-08,-1.018150e-08,1.521266e-05,-1.684594e-05,-5.161596e-05,1.434172e-13,-1.588273e-13,-4.865279e-13,0.000000e+00,0.000000e+00,-2.793498e+00,-0.000000e+00,0.000000e+00,4.304866e-08
0,2.000000e-03,6.015301e-06,-1.132742e-08,3.273280e-08,-3.398027e-05,1.196498e-05,8.582860e-05,-3.203108e-13,1.127379e-13,8.090666e-13,0.000000e+00,0.000000e+00,1.966234e+00,-0.000000e+00,0.000000e+00,4.310314e-08
0,2.500000e-03,6.017534e-06,-4.473227e-08,5.453960e-08,4.466531e-06,-6.680971e-05,4.361360e-05,4.213823e-14,-6.298143e-13,4.110020e-13,0.000000e+00,0.000000e+00,-1.110627e+01,-0.000000e+00,0.000000e+00,4.291200e-08
0,3.000000e-03,6.040014e-06,-3.549083e-08,6.728859e-08,4.495949e-05,1.848288e-05,2.549798e-05,4.237777e-13,1.742796e-13,2.402929e-13,0.000000e+00,0.000000e+00,3.126674e+00,0.000000e+00,0.000000e+00,7.895643e-09
0,3.500000e-03,6.059313e-06,-2.319610e-08,1.004748e-07,3.859873e-05,2.458946e-05,6.637237e-05,3.637774e-13,2.317457e-13,6.255898e-13,0.000000e+00,0.000000e+00,4.108306e+00,0.000000e+00,0.000000e+00,7.899396e-09
0,4.000000e-03,6.061074e-06,-1.096342e-08,7.570863e-08,3.520993e-06,2.446536e-05,-4.953230e-05,3.314597e-14,2.305693e-13,-4.669583e-13,0.000000e+00,0.000000e+00,4.039616e+00,0.000000e+00,0.000000e+00,7.924558e-09
0,4.500000e-03,6.066595e-06,-5.866811e-08,9.012684e-08,1.104295e-05,-9.540939e-05,2.883642e-05,1.040856e-13,-8.994049e-13,2.718631e-13,0.000000e+00,0.000000e+00,-1.573905e+01,-0.000000e+00,0.000000e+00,4.309853e-08
