Particle_ID,Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
2,4.20799999999974,3.7038832084760697e-06,9.786689090090938e-07,-6.173046347221878e-07,-5.580400968240306e-05,-5.572209068847582e-05,-1.446394762472249e-05
2,4.209999999999741,3.6609091174261295e-06,9.24617434032564e-07,-6.419653982544388e-07,-4.297409104994039e-05,-5.4051474976529714e-05,-2.466076353225092e-05
2,4.211999999999741,3.667448262502183e-06,9.212112053659677e-07,-5.974556871208012e-07,6.539145076053555e-06,-3.406228666596238e-06,4.4509711133637555e-05
2,4.213999999999742,3.6755951662265915e-06,9.398947558951171e-07,-5.976708162994804e-07,8.146903724408167e-06,1.8683550529149436e-05,-2.1512917867918316e-07
2,4.215999999999743,3.703232115251412e-06,9.430202620389377e-07,-6.384293168006684e-07,2.7636949024820695e-05,3.1255061438205843e-06,-4.075850050118799e-05
2,4.217999999999743,3.69569982061042e-06,9.907693351972561e-07,-6.499972855093937e-07,-7.532294640992113e-06,4.774907315831849e-05,-1.1567968708725307e-05
2,4.219999999999744,3.6803790464017964e-06,1.0004765579651722e-06,-6.953822916280593e-07,-1.532077420862356e-05,9.707222767916056e-06,-4.538500611866568e-05
2,4.221999999999745,3.6812845917524222e-06,9.762483004144604e-07,-6.37352146989183e-07,9.055453506260295e-07,-2.4228257550711737e-05,5.803014463887631e-05
2,4.223999999999745,3.675389842022108e-06,1.022662827362645e-06,-5.355632424889018e-07,-5.894749730313871e-06,4.6414526948184645e-05,0.00010178890450028126
2,4.225999999999746,3.7647315881212845e-06,1.032107797934935e-06,-5.548558370448829e-07,8.934174609917642e-05,9.444970572289837e-06,-1.929259455598104e-05
2,4.227999999999747,3.718103927169251e-06,1.017744144944953e-06,-5.690599099644744e-07,-4.66276609520334e-05,-1.4363652989981866e-05,-1.4204072919591574e-05
2,4.229999999999747,3.7313965611468146e-06,1.0465917489300136e-06,-5.620950330854597e-07,1.3292633977563405e-05,2.8847603985060642e-05,6.964876879014749e-06
